Elevation,Aspect,Slope,Curvature,Flow acc,TPI,Roads,Rivers,ID,Landslides,Class [E],Class [S],Class [A],Class [C],Class [FA],Class [TP],Class [D1],Class [D2],Wij [E],Wij [S],Wij [A],Wij [C],Wij [FA],Wij [TP],Wij [D1],Wij [D2],ISTCU
736.30,227.45,14.41,-0.01082,45.32,0.34,161.25,20.00,"127",yes,p1,p6,p3,p2,p7,p6,p5,p1,0.167799761000000,-0.009248494000000,-0.016023948000000,-0.068639136000000,0.105651855000000,-0.030695560000000,0.024231304000000,0.210227777000000,0.383303559000000
738.74,222.22,12.43,0.03057,117.14,-1.00,178.89,0.00,"128",yes,p1,p5,p3,p8,p8,p2,p6,p1,0.167799761000000,0.046295095000000,-0.016023948000000,0.095087784000000,0.180950616000000,0.031715877000000,0.025357110000000,0.210227777000000,0.741410072000000
730.55,230.53,9.32,-0.01303,45.64,0.45,134.16,20.00,"129",yes,p1,p2,p4,p2,p7,p6,p5,p1,0.167799761000000,0.032613953000000,-0.019866731000000,-0.068639136000000,0.105651855000000,-0.030695560000000,0.024231304000000,0.210227777000000,0.421323223000000
726.26,226.98,10.42,0.00734,93.76,0.60,107.70,20.00,"130",yes,p1,p3,p3,p6,p7,p7,p4,p1,0.167799761000000,0.047151447000000,-0.016023948000000,0.069394899000000,0.105651855000000,-0.033089711000000,0.022456623000000,0.210227777000000,0.573568703000000
724.33,251.83,13.35,0.04274,165.34,0.46,100.00,0.00,"131",yes,p1,p6,p5,p8,p8,p6,p3,p1,0.167799761000000,-0.009248494000000,-0.061148782000000,0.095087784000000,0.180950616000000,-0.030695560000000,0.027092548000000,0.210227777000000,0.580065651000000
727.29,271.39,7.76,0.03320,121.91,-0.34,116.62,0.00,"132",yes,p1,p1,p7,p8,p8,p4,p4,p1,0.167799761000000,-0.059663047000000,0.077229926000000,0.095087784000000,0.180950616000000,0.094589063000000,0.022456623000000,0.210227777000000,0.788678504000000
745.66,264.70,9.72,-0.01931,26.54,0.84,208.81,20.00,"133",yes,p1,p3,p7,p2,p6,p7,p7,p1,0.167799761000000,0.047151447000000,0.077229926000000,-0.068639136000000,0.093063098000000,-0.033089711000000,0.040094809000000,0.210227777000000,0.533837971000000
748.70,271.86,10.05,-0.00800,28.56,0.12,228.04,28.28,"134",yes,p2,p3,p7,p3,p6,p5,p7,p1,0.057115551000000,0.047151447000000,0.077229926000000,-0.009676808000000,0.093063098000000,-0.003211972000000,0.040094809000000,0.210227777000000,0.511993827000000
740.63,251.95,14.79,0.00096,28.91,1.08,178.89,28.28,"135",yes,p1,p6,p5,p4,p6,p7,p6,p1,0.167799761000000,-0.009248494000000,-0.061148782000000,-0.031836488000000,0.093063098000000,-0.033089711000000,0.025357110000000,0.210227777000000,0.361124271000000
744.41,251.51,11.70,-0.00387,32.77,0.27,196.98,40.00,"136",yes,p1,p4,p5,p3,p6,p6,p6,p1,0.167799761000000,0.074341477000000,-0.061148782000000,-0.009676808000000,0.093063098000000,-0.030695560000000,0.025357110000000,0.210227777000000,0.469268073000000
748.18,259.29,11.54,-0.01108,32.15,-0.02,215.41,44.72,"137",yes,p2,p4,p6,p2,p6,p5,p7,p2,0.057115551000000,0.074341477000000,-0.021112622000000,-0.068639136000000,0.093063098000000,-0.003211972000000,0.040094809000000,0.161023411000000,0.332674615000000
733.56,266.83,11.93,0.01934,44.83,-0.72,152.32,28.28,"138",yes,p1,p4,p7,p7,p7,p2,p5,p1,0.167799761000000,0.074341477000000,0.077229926000000,0.075126801000000,0.105651855000000,0.031715877000000,0.024231304000000,0.210227777000000,0.766324778000000
737.89,260.18,14.16,0.01529,44.64,-0.91,170.88,44.72,"139",yes,p1,p6,p6,p7,p7,p2,p6,p2,0.167799761000000,-0.009248494000000,-0.021112622000000,0.075126801000000,0.105651855000000,0.031715877000000,0.025357110000000,0.161023411000000,0.536313699000000
743.05,263.62,13.14,0.02459,39.51,-0.45,188.68,56.57,"140",yes,p1,p5,p7,p8,p6,p3,p6,p2,0.167799761000000,0.046295095000000,0.077229926000000,0.095087784000000,0.093063098000000,0.029821053000000,0.025357110000000,0.161023411000000,0.695677239000000
747.28,265.97,11.57,0.02191,35.32,-0.65,205.91,63.25,"141",yes,p2,p4,p7,p8,p6,p2,p7,p2,0.057115551000000,0.074341477000000,0.077229926000000,0.095087784000000,0.093063098000000,0.031715877000000,0.040094809000000,0.161023411000000,0.629671933000000
731.40,283.37,9.58,-0.01933,30.71,0.60,126.49,28.28,"142",yes,p1,p2,p8,p2,p6,p7,p4,p1,0.167799761000000,0.032613953000000,0.068000694000000,-0.068639136000000,0.093063098000000,-0.033089711000000,0.022456623000000,0.210227777000000,0.492433060000000
733.70,286.42,10.19,0.01251,46.17,-0.84,144.22,44.72,"143",yes,p1,p3,p8,p7,p7,p2,p5,p2,0.167799761000000,0.047151447000000,0.068000694000000,0.075126801000000,0.105651855000000,0.031715877000000,0.024231304000000,0.161023411000000,0.680701150000000
737.49,276.91,13.22,0.01067,41.37,-1.28,161.25,56.57,"144",yes,p1,p5,p7,p6,p6,p1,p5,p2,0.167799761000000,0.046295095000000,0.077229926000000,0.069394899000000,0.093063098000000,0.022916385000000,0.024231304000000,0.161023411000000,0.661953878000000
743.85,270.33,13.37,-0.01085,22.91,1.09,178.89,72.11,"145",yes,p1,p6,p7,p2,p5,p7,p6,p2,0.167799761000000,-0.009248494000000,0.077229926000000,-0.068639136000000,0.009232847000000,-0.033089711000000,0.025357110000000,0.161023411000000,0.329665716000000
748.29,258.90,10.08,-0.03833,12.72,1.50,196.98,82.46,"146",yes,p2,p3,p6,p1,p4,p8,p6,p3,0.057115551000000,0.047151447000000,-0.021112622000000,-0.198733044000000,-0.038693589000000,-0.150990845000000,0.025357110000000,0.013423231000000,-0.266482761000000
710.30,255.47,17.87,0.02550,37.24,-2.97,63.25,80.00,"147",yes,p1,p8,p6,p8,p6,p1,p3,p2,0.167799761000000,-0.184272232000000,-0.021112622000000,0.095087784000000,0.093063098000000,0.022916385000000,0.027092548000000,0.161023411000000,0.361598133000000
718.00,267.30,18.09,0.00281,18.59,0.14,80.00,100.00,"148",yes,p1,p8,p7,p5,p5,p5,p3,p3,0.167799761000000,-0.184272232000000,0.077229926000000,0.000423519000000,0.009232847000000,-0.003211972000000,0.027092548000000,0.013423231000000,0.107717629000000
734.64,249.83,15.61,0.00095,17.98,0.94,126.49,72.11,"149",yes,p1,p7,p5,p4,p5,p7,p4,p2,0.167799761000000,0.001808829000000,-0.061148782000000,-0.031836488000000,0.009232847000000,-0.033089711000000,0.022456623000000,0.161023411000000,0.236246491000000
739.40,261.50,13.56,-0.01466,18.14,0.65,145.60,84.85,"150",yes,p1,p6,p6,p2,p5,p7,p5,p3,0.167799761000000,-0.009248494000000,-0.021112622000000,-0.068639136000000,0.009232847000000,-0.033089711000000,0.024231304000000,0.013423231000000,0.082597181000000
744.24,273.67,11.21,-0.00759,19.28,1.23,164.92,100.00,"151",yes,p1,p4,p7,p3,p5,p8,p5,p3,0.167799761000000,0.074341477000000,0.077229926000000,-0.009676808000000,0.009232847000000,-0.150990845000000,0.024231304000000,0.013423231000000,0.205590894000000
718.94,254.95,20.10,0.01695,23.73,-0.26,82.46,80.00,"152",yes,p1,p8,p6,p7,p6,p4,p3,p2,0.167799761000000,-0.184272232000000,-0.021112622000000,0.075126801000000,0.093063098000000,0.094589063000000,0.027092548000000,0.161023411000000,0.413309828000000
725.46,252.23,18.52,0.01050,20.47,-0.51,101.98,82.46,"153",yes,p1,p8,p6,p6,p5,p3,p4,p3,0.167799761000000,-0.184272232000000,-0.021112622000000,0.069394899000000,0.009232847000000,0.029821053000000,0.022456623000000,0.013423231000000,0.106743561000000
731.74,252.92,17.88,0.00788,18.11,-0.39,121.66,89.44,"154",yes,p1,p8,p6,p6,p5,p3,p4,p3,0.167799761000000,-0.184272232000000,-0.021112622000000,0.069394899000000,0.009232847000000,0.029821053000000,0.022456623000000,0.013423231000000,0.106743561000000
738.15,256.44,16.08,0.00891,13.84,0.23,141.42,100.00,"155",yes,p1,p7,p6,p6,p4,p6,p5,p3,0.167799761000000,0.001808829000000,-0.021112622000000,0.069394899000000,-0.038693589000000,-0.030695560000000,0.024231304000000,0.013423231000000,0.186156254000000
743.17,264.80,14.05,-0.00918,11.94,0.08,161.25,113.14,"156",yes,p1,p6,p7,p3,p4,p5,p5,p3,0.167799761000000,-0.009248494000000,0.077229926000000,-0.009676808000000,-0.038693589000000,-0.003211972000000,0.024231304000000,0.013423231000000,0.221853360000000
749.03,287.33,13.07,-0.02047,2.06,1.32,181.11,128.06,"157",yes,p2,p5,p8,p1,p1,p8,p6,p4,0.057115551000000,0.046295095000000,0.068000694000000,-0.198733044000000,-0.325177251000000,-0.150990845000000,0.025357110000000,-0.089983568000000,-0.568116259000000
723.95,259.94,16.99,0.00094,15.05,-0.36,100.00,101.98,"158",yes,p1,p7,p6,p4,p5,p3,p3,p3,0.167799761000000,0.001808829000000,-0.021112622000000,-0.031836488000000,0.009232847000000,0.029821053000000,0.027092548000000,0.013423231000000,0.196229160000000
730.53,256.25,17.77,-0.00230,10.72,0.22,120.00,107.70,"159",yes,p1,p8,p6,p4,p4,p5,p4,p3,0.167799761000000,-0.184272232000000,-0.021112622000000,-0.031836488000000,-0.038693589000000,-0.003211972000000,0.022456623000000,0.013423231000000,-0.075447287000000
736.72,255.11,17.28,-0.00906,8.12,0.46,140.00,116.62,"160",yes,p1,p7,p6,p3,p3,p6,p5,p3,0.167799761000000,0.001808829000000,-0.021112622000000,-0.009676808000000,-0.140440662000000,-0.030695560000000,0.024231304000000,0.013423231000000,0.005337473000000
742.90,256.68,16.37,-0.00534,3.35,0.73,160.00,128.06,"161",yes,p1,p7,p6,p3,p1,p7,p5,p4,0.167799761000000,0.001808829000000,-0.021112622000000,-0.009676808000000,-0.325177251000000,-0.033089711000000,0.024231304000000,-0.089983568000000,-0.285200066000000
747.99,268.14,18.47,-0.02034,2.74,-0.54,180.00,141.42,"162",yes,p2,p8,p7,p1,p1,p3,p6,p4,0.057115551000000,-0.184272232000000,0.077229926000000,-0.198733044000000,-0.325177251000000,0.029821053000000,0.025357110000000,-0.089983568000000,-0.608642455000000
898.49,272.72,5.71,-0.00390,23.15,-0.46,89.44,223.61,"1760",yes,p8,p1,p7,p3,p5,p3,p3,p6,-0.424437319000000,-0.059663047000000,0.077229926000000,-0.009676808000000,0.009232847000000,0.029821053000000,0.027092548000000,-0.267899596000000,-0.618300396000000
901.35,280.33,7.09,-0.01289,15.94,0.42,100.00,241.66,"1761",yes,p8,p1,p8,p2,p5,p6,p3,p6,-0.424437319000000,-0.059663047000000,0.068000694000000,-0.068639136000000,0.009232847000000,-0.030695560000000,0.027092548000000,-0.267899596000000,-0.747008568000000
903.64,274.20,8.64,-0.01340,16.33,-0.20,101.98,260.00,"1762",yes,p8,p2,p7,p2,p5,p4,p4,p6,-0.424437319000000,0.032613953000000,0.077229926000000,-0.068639136000000,0.009232847000000,0.094589063000000,0.022456623000000,-0.267899596000000,-0.524853637000000
898.47,267.31,5.93,-0.01179,20.17,-0.48,80.00,215.41,"1777",yes,p8,p1,p7,p2,p5,p3,p3,p5,-0.424437319000000,-0.059663047000000,0.077229926000000,-0.068639136000000,0.009232847000000,0.029821053000000,0.027092548000000,-0.101812710000000,-0.511175837000000
901.52,267.48,7.70,-0.00468,20.61,0.40,80.00,234.09,"1778",yes,p8,p1,p7,p3,p5,p6,p3,p6,-0.424437319000000,-0.059663047000000,0.077229926000000,-0.009676808000000,0.009232847000000,-0.030695560000000,0.027092548000000,-0.267899596000000,-0.678817008000000
903.76,267.92,7.36,0.00297,28.61,-0.11,82.46,252.98,"1779",yes,p8,p1,p7,p5,p6,p4,p3,p6,-0.424437319000000,-0.059663047000000,0.077229926000000,0.000423519000000,0.093063098000000,0.094589063000000,0.027092548000000,-0.267899596000000,-0.459601808000000
895.28,271.92,9.22,-0.00652,12.69,1.19,40.00,170.88,"1792",yes,p8,p2,p7,p3,p4,p8,p2,p5,-0.424437319000000,0.032613953000000,0.077229926000000,-0.009676808000000,-0.038693589000000,-0.150990845000000,-0.023336602000000,-0.101812710000000,-0.639103992000000
897.14,255.53,4.12,-0.01752,14.66,0.39,56.57,189.74,"1793",yes,p8,p1,p6,p2,p5,p6,p2,p5,-0.424437319000000,-0.059663047000000,-0.021112622000000,-0.068639136000000,0.009232847000000,-0.030695560000000,-0.023336602000000,-0.101812710000000,-0.720464148000000
898.36,258.25,5.84,0.00012,23.94,-0.37,60.00,208.81,"1794",yes,p8,p1,p6,p4,p6,p3,p2,p5,-0.424437319000000,-0.059663047000000,-0.021112622000000,-0.031836488000000,0.093063098000000,0.029821053000000,-0.023336602000000,-0.101812710000000,-0.539314637000000
900.64,264.49,8.26,-0.00357,31.66,-0.40,60.00,228.04,"1795",yes,p8,p1,p7,p4,p6,p3,p2,p6,-0.424437319000000,-0.059663047000000,0.077229926000000,-0.031836488000000,0.093063098000000,0.029821053000000,-0.023336602000000,-0.267899596000000,-0.607058974000000
904.24,265.69,7.16,-0.00328,24.16,0.71,63.25,247.39,"1796",yes,p8,p1,p7,p4,p6,p7,p3,p6,-0.424437319000000,-0.059663047000000,0.077229926000000,-0.031836488000000,0.093063098000000,-0.033089711000000,0.027092548000000,-0.267899596000000,-0.619540589000000
891.29,253.00,13.19,-0.03608,5.47,1.79,20.00,145.60,"1808",yes,p8,p5,p6,p1,p2,p8,p1,p4,-0.424437319000000,0.046295095000000,-0.021112622000000,-0.198733044000000,-0.074792069000000,-0.150990845000000,-0.113921575000000,-0.089983568000000,-1.027675947000000
895.31,237.76,9.54,-0.04455,6.83,2.34,28.28,164.92,"1809",yes,p8,p2,p4,p1,p3,p8,p2,p5,-0.424437319000000,0.032613953000000,-0.019866731000000,-0.198733044000000,-0.140440662000000,-0.150990845000000,-0.023336602000000,-0.101812710000000,-1.027003960000000
896.39,224.45,6.30,-0.01739,16.94,0.78,40.00,184.39,"1810",yes,p8,p1,p3,p2,p5,p7,p2,p5,-0.424437319000000,-0.059663047000000,-0.016023948000000,-0.068639136000000,0.009232847000000,-0.033089711000000,-0.023336602000000,-0.101812710000000,-0.717769625000000
897.43,246.50,7.30,-0.00535,28.09,-0.53,40.00,203.96,"1811",yes,p8,p1,p5,p3,p6,p3,p2,p5,-0.424437319000000,-0.059663047000000,-0.061148782000000,-0.009676808000000,0.093063098000000,0.029821053000000,-0.023336602000000,-0.101812710000000,-0.557191117000000
901.05,259.87,9.07,-0.00464,20.57,0.60,40.00,223.61,"1812",yes,p8,p2,p6,p3,p5,p7,p2,p6,-0.424437319000000,0.032613953000000,-0.021112622000000,-0.009676808000000,0.009232847000000,-0.033089711000000,-0.023336602000000,-0.267899596000000,-0.737705858000000
887.82,229.38,15.21,-0.00573,11.83,0.37,0.00,141.42,"1825",yes,p8,p7,p3,p3,p4,p6,p1,p4,-0.424437319000000,0.001808829000000,-0.016023948000000,-0.009676808000000,-0.038693589000000,-0.030695560000000,-0.113921575000000,-0.089983568000000,-0.721623537000000
