Elevation,Aspect,Slope,Curvature,Flow acc,TPI,Roads,Rivers,ID,Landslides,Class [E],Class [S],Class [A],Class [C],Class [FA],Class [TP],Class [D1],Class [D2],Wij [E],Wij [S],Wij [A],Wij [C],Wij [FA],Wij [TP],Wij [D1],Wij [D2],ISTCU
786.30,221.03,13.90,-0.03076,13.93,0.79,160.00,28.28,"987",yes,p3,p6,p3,p1,p5,p7,p5,p1,0.136007927000000,-0.009248494000000,-0.016023948000000,-0.198733044000000,0.009232847000000,-0.033089711000000,0.024231304000000,0.210227777000000,0.122604658000000
788.85,206.52,12.69,0.01852,20.85,0.28,180.00,44.72,"988",yes,p3,p5,p2,p7,p5,p6,p6,p2,0.136007927000000,0.046295095000000,-0.001822229000000,0.075126801000000,0.009232847000000,-0.030695560000000,0.025357110000000,0.161023411000000,0.420525403000000
790.36,222.98,14.49,0.01302,45.31,-1.24,200.00,56.57,"989",yes,p3,p6,p3,p7,p7,p1,p6,p2,0.136007927000000,-0.009248494000000,-0.016023948000000,0.075126801000000,0.105651855000000,0.022916385000000,0.025357110000000,0.161023411000000,0.500811047000000
794.66,233.46,15.71,0.01439,59.55,-0.84,220.00,56.57,"990",yes,p4,p7,p4,p7,p7,p2,p7,p2,0.084868619000000,0.001808829000000,-0.019866731000000,0.075126801000000,0.105651855000000,0.031715877000000,0.040094809000000,0.161023411000000,0.480423470000000
799.60,241.54,14.32,0.02270,65.47,-0.35,240.00,44.72,"991",yes,p4,p6,p5,p8,p7,p4,p7,p2,0.084868619000000,-0.009248494000000,-0.061148782000000,0.095087784000000,0.105651855000000,0.094589063000000,0.040094809000000,0.161023411000000,0.510918265000000
803.84,250.91,14.08,0.00299,66.76,-0.68,260.00,40.00,"992",yes,p4,p6,p5,p5,p7,p2,p8,p1,0.084868619000000,-0.009248494000000,-0.061148782000000,0.000423519000000,0.105651855000000,0.031715877000000,-0.015670617000000,0.210227777000000,0.346819754000000
809.85,247.73,10.95,-0.00092,43.47,1.70,280.00,40.00,"993",yes,p4,p4,p5,p4,p7,p8,p8,p1,0.084868619000000,0.074341477000000,-0.061148782000000,-0.031836488000000,0.105651855000000,-0.150990845000000,-0.015670617000000,0.210227777000000,0.215442996000000
811.03,244.92,9.35,0.00472,93.76,-1.07,272.03,40.00,"994",yes,p4,p2,p5,p5,p7,p2,p8,p1,0.084868619000000,0.032613953000000,-0.061148782000000,0.000423519000000,0.105651855000000,0.031715877000000,-0.015670617000000,0.210227777000000,0.388682200000000
815.06,250.75,11.58,0.00939,75.87,-0.32,256.12,44.72,"995",yes,p5,p4,p5,p6,p7,p4,p8,p2,0.064455638000000,0.074341477000000,-0.061148782000000,0.069394899000000,0.105651855000000,0.094589063000000,-0.015670617000000,0.161023411000000,0.492636944000000
827.75,244.63,10.95,0.02221,126.39,-1.04,197.99,60.00,"996",yes,p5,p4,p5,p8,p8,p2,p6,p2,0.064455638000000,0.074341477000000,-0.061148782000000,0.095087784000000,0.180950616000000,0.031715877000000,0.025357110000000,0.161023411000000,0.571783131000000
725.16,254.62,13.17,0.05323,667.60,-3.05,72.11,0.00,"997",yes,p1,p5,p6,p8,p8,p1,p3,p1,0.167799761000000,0.046295095000000,-0.021112622000000,0.095087784000000,0.180950616000000,0.022916385000000,0.027092548000000,0.210227777000000,0.729257343000000
729.66,243.62,14.17,0.05573,540.77,-2.97,56.57,0.00,"998",yes,p1,p6,p5,p8,p8,p1,p2,p1,0.167799761000000,-0.009248494000000,-0.061148782000000,0.095087784000000,0.180950616000000,0.022916385000000,-0.023336602000000,0.210227777000000,0.583248446000000
734.27,243.20,15.80,0.04993,291.18,-3.35,40.00,20.00,"999",yes,p1,p7,p5,p8,p8,p1,p2,p1,0.167799761000000,0.001808829000000,-0.061148782000000,0.095087784000000,0.180950616000000,0.022916385000000,-0.023336602000000,0.210227777000000,0.594305768000000
741.67,244.49,18.13,0.02017,117.19,-0.72,20.00,20.00,"1000",yes,p1,p8,p5,p7,p8,p2,p1,p1,0.167799761000000,-0.184272232000000,-0.061148782000000,0.075126801000000,0.180950616000000,0.031715877000000,-0.113921575000000,0.210227777000000,0.306478243000000
746.97,236.56,16.50,0.01270,120.87,-0.69,0.00,28.28,"1001",yes,p2,p7,p4,p7,p8,p2,p1,p1,0.057115551000000,0.001808829000000,-0.019866731000000,0.075126801000000,0.180950616000000,0.031715877000000,-0.113921575000000,0.210227777000000,0.423157144000000
751.26,231.66,14.41,0.01297,148.32,-0.93,0.00,40.00,"1002",yes,p2,p6,p4,p7,p8,p2,p1,p1,0.057115551000000,-0.009248494000000,-0.019866731000000,0.075126801000000,0.180950616000000,0.031715877000000,-0.113921575000000,0.210227777000000,0.412099821000000
755.82,229.77,12.11,0.01306,196.23,0.21,20.00,40.00,"1003",yes,p2,p5,p4,p7,p8,p5,p1,p1,0.057115551000000,0.046295095000000,-0.019866731000000,0.075126801000000,0.180950616000000,-0.003211972000000,-0.113921575000000,0.210227777000000,0.432715561000000
758.33,236.67,10.30,0.02817,294.07,-0.65,40.00,28.28,"1004",yes,p2,p3,p4,p8,p8,p2,p2,p1,0.057115551000000,0.047151447000000,-0.019866731000000,0.095087784000000,0.180950616000000,0.031715877000000,-0.023336602000000,0.210227777000000,0.579045719000000
761.23,255.44,12.14,0.02235,246.78,-1.57,60.00,20.00,"1005",yes,p2,p5,p6,p8,p8,p1,p2,p1,0.057115551000000,0.046295095000000,-0.021112622000000,0.095087784000000,0.180950616000000,0.022916385000000,-0.023336602000000,0.210227777000000,0.568143983000000
766.77,261.15,15.60,0.01319,70.49,-0.72,80.00,0.00,"1006",yes,p2,p7,p6,p7,p7,p2,p3,p1,0.057115551000000,0.001808829000000,-0.021112622000000,0.075126801000000,0.105651855000000,0.031715877000000,0.027092548000000,0.210227777000000,0.487626615000000
772.64,256.25,13.17,0.00780,48.46,0.65,100.00,0.00,"1007",yes,p3,p5,p6,p6,p7,p7,p3,p1,0.136007927000000,0.046295095000000,-0.021112622000000,0.069394899000000,0.105651855000000,-0.033089711000000,0.027092548000000,0.210227777000000,0.540467767000000
775.81,251.21,10.09,0.01537,32.09,-0.57,120.00,20.00,"1008",yes,p3,p3,p5,p7,p6,p3,p4,p1,0.136007927000000,0.047151447000000,-0.061148782000000,0.075126801000000,0.093063098000000,0.029821053000000,0.022456623000000,0.210227777000000,0.552705944000000
779.44,244.28,11.11,-0.00990,14.74,-0.24,140.00,28.28,"1009",yes,p3,p4,p5,p3,p5,p4,p5,p1,0.136007927000000,0.074341477000000,-0.061148782000000,-0.009676808000000,0.009232847000000,0.094589063000000,0.024231304000000,0.210227777000000,0.477804804000000
783.29,214.30,10.52,-0.03404,9.08,1.09,160.00,40.00,"1010",yes,p3,p3,p2,p1,p3,p7,p5,p1,0.136007927000000,0.047151447000000,-0.001822229000000,-0.198733044000000,-0.140440662000000,-0.033089711000000,0.024231304000000,0.210227777000000,0.043532808000000
783.18,207.79,12.40,0.01565,63.69,-1.76,180.00,40.00,"1011",yes,p3,p5,p2,p7,p7,p1,p6,p1,0.136007927000000,0.046295095000000,-0.001822229000000,0.075126801000000,0.105651855000000,0.022916385000000,0.025357110000000,0.210227777000000,0.619760721000000
787.77,230.90,15.16,0.02282,84.52,-0.09,200.00,40.00,"1012",yes,p3,p7,p4,p8,p7,p4,p6,p1,0.136007927000000,0.001808829000000,-0.019866731000000,0.095087784000000,0.105651855000000,0.094589063000000,0.025357110000000,0.210227777000000,0.648863614000000
791.97,247.62,16.40,0.00847,103.54,-0.65,220.00,40.00,"1013",yes,p3,p7,p5,p6,p7,p2,p7,p1,0.136007927000000,0.001808829000000,-0.061148782000000,0.069394899000000,0.105651855000000,0.031715877000000,0.040094809000000,0.210227777000000,0.533753190000000
797.82,256.30,15.54,0.00799,100.99,-0.08,240.00,28.28,"1014",yes,p4,p7,p6,p6,p7,p4,p7,p1,0.084868619000000,0.001808829000000,-0.021112622000000,0.069394899000000,0.105651855000000,0.094589063000000,0.040094809000000,0.210227777000000,0.585523228000000
803.20,256.53,13.82,0.00669,100.63,0.18,260.00,20.00,"1015",yes,p4,p6,p6,p6,p7,p5,p8,p1,0.084868619000000,-0.009248494000000,-0.021112622000000,0.069394899000000,0.105651855000000,-0.003211972000000,-0.015670617000000,0.210227777000000,0.420899445000000
807.24,252.14,10.92,0.00691,150.18,0.12,280.00,20.00,"1016",yes,p4,p4,p6,p6,p8,p5,p8,p1,0.084868619000000,0.074341477000000,-0.021112622000000,0.069394899000000,0.180950616000000,-0.003211972000000,-0.015670617000000,0.210227777000000,0.579788176000000
810.33,257.64,9.87,0.02035,142.19,-0.71,284.25,20.00,"1017",yes,p4,p3,p6,p7,p8,p2,p8,p1,0.084868619000000,0.047151447000000,-0.021112622000000,0.075126801000000,0.180950616000000,0.031715877000000,-0.015670617000000,0.210227777000000,0.593257898000000
814.25,263.30,10.82,0.01179,145.42,-0.18,269.07,28.28,"1018",yes,p5,p3,p7,p6,p8,p4,p8,p1,0.064455638000000,0.047151447000000,0.077229926000000,0.069394899000000,0.180950616000000,0.094589063000000,-0.015670617000000,0.210227777000000,0.728328750000000
817.68,258.99,9.60,0.01754,151.83,-0.36,254.56,40.00,"1019",yes,p5,p2,p6,p7,p8,p3,p8,p1,0.064455638000000,0.032613953000000,-0.021112622000000,0.075126801000000,0.180950616000000,0.029821053000000,-0.015670617000000,0.210227777000000,0.556412599000000
820.69,254.83,8.57,0.02382,153.78,-0.50,240.83,40.00,"1020",yes,p5,p2,p6,p8,p8,p3,p7,p1,0.064455638000000,0.032613953000000,-0.021112622000000,0.095087784000000,0.180950616000000,0.029821053000000,0.040094809000000,0.210227777000000,0.632139007000000
823.51,257.64,8.79,0.02020,131.53,-0.72,226.27,40.00,"1021",yes,p5,p2,p6,p7,p8,p2,p7,p1,0.064455638000000,0.032613953000000,-0.021112622000000,0.075126801000000,0.180950616000000,0.031715877000000,0.040094809000000,0.210227777000000,0.614072848000000
827.09,261.13,10.61,0.00782,87.42,-0.44,212.60,40.00,"1022",yes,p5,p3,p6,p6,p7,p3,p7,p1,0.064455638000000,0.047151447000000,-0.021112622000000,0.069394899000000,0.105651855000000,0.029821053000000,0.040094809000000,0.210227777000000,0.545684855000000
846.53,266.76,11.20,0.00525,27.27,-0.24,134.16,60.00,"1023",yes,p6,p4,p7,p5,p6,p4,p5,p2,0.022720713000000,0.074341477000000,0.077229926000000,0.000423519000000,0.093063098000000,0.094589063000000,0.024231304000000,0.161023411000000,0.547622510000000
850.80,264.65,12.47,0.00278,22.52,-0.18,116.62,60.00,"1024",yes,p6,p5,p7,p5,p5,p4,p4,p2,0.022720713000000,0.046295095000000,0.077229926000000,0.000423519000000,0.009232847000000,0.094589063000000,0.022456623000000,0.161023411000000,0.433971197000000
855.29,261.38,12.19,0.00879,25.07,0.10,100.00,60.00,"1025",yes,p7,p5,p6,p6,p6,p5,p3,p2,-0.670538695000000,0.046295095000000,-0.021112622000000,0.069394899000000,0.093063098000000,-0.003211972000000,0.027092548000000,0.161023411000000,-0.297994239000000
727.61,295.66,13.42,-0.00244,322.08,-0.13,82.46,20.00,"1026",yes,p1,p6,p8,p4,p8,p4,p3,p1,0.167799761000000,-0.009248494000000,0.068000694000000,-0.031836488000000,0.180950616000000,0.094589063000000,0.027092548000000,0.210227777000000,0.707575478000000
731.81,300.61,13.35,0.00661,423.68,-0.03,63.25,0.00,"1027",yes,p1,p6,p8,p5,p8,p5,p3,p1,0.167799761000000,-0.009248494000000,0.068000694000000,0.000423519000000,0.180950616000000,-0.003211972000000,0.027092548000000,0.210227777000000,0.642034449000000
735.10,290.18,13.12,0.02976,516.27,-1.43,44.72,0.00,"1028",yes,p1,p5,p8,p8,p8,p1,p2,p1,0.167799761000000,0.046295095000000,0.068000694000000,0.095087784000000,0.180950616000000,0.022916385000000,-0.023336602000000,0.210227777000000,0.767941510000000
740.27,270.32,13.32,0.02333,406.71,-0.52,28.28,0.00,"1029",yes,p1,p6,p7,p8,p8,p3,p2,p1,0.167799761000000,-0.009248494000000,0.077229926000000,0.095087784000000,0.180950616000000,0.029821053000000,-0.023336602000000,0.210227777000000,0.728531822000000
744.70,257.35,13.31,0.01329,268.60,-0.88,20.00,20.00,"1030",yes,p1,p6,p6,p7,p8,p2,p1,p1,0.167799761000000,-0.009248494000000,-0.021112622000000,0.075126801000000,0.180950616000000,0.031715877000000,-0.113921575000000,0.210227777000000,0.521538141000000
750.03,249.64,12.02,0.00576,220.62,0.54,0.00,20.00,"1031",yes,p2,p5,p5,p5,p8,p6,p1,p1,0.057115551000000,0.046295095000000,-0.061148782000000,0.000423519000000,0.180950616000000,-0.030695560000000,-0.113921575000000,0.210227777000000,0.289246639000000
752.71,243.60,11.01,0.00855,280.09,-0.86,20.00,20.00,"1032",yes,p2,p4,p5,p6,p8,p2,p1,p1,0.057115551000000,0.074341477000000,-0.061148782000000,0.069394899000000,0.180950616000000,0.031715877000000,-0.113921575000000,0.210227777000000,0.448675839000000
757.00,253.24,12.08,0.00983,179.24,-0.21,40.00,20.00,"1033",yes,p2,p5,p6,p6,p8,p4,p2,p1,0.057115551000000,0.046295095000000,-0.021112622000000,0.069394899000000,0.180950616000000,0.094589063000000,-0.023336602000000,0.210227777000000,0.614123776000000
761.62,262.77,13.22,-0.00704,33.69,0.11,60.00,0.00,"1034",yes,p2,p5,p6,p3,p6,p5,p2,p1,0.057115551000000,0.046295095000000,-0.021112622000000,-0.009676808000000,0.093063098000000,-0.003211972000000,-0.023336602000000,0.210227777000000,0.349363515000000
766.71,261.37,14.36,-0.01259,25.55,0.48,80.00,0.00,"1035",yes,p2,p6,p6,p2,p6,p6,p3,p1,0.057115551000000,-0.009248494000000,-0.021112622000000,-0.068639136000000,0.093063098000000,-0.030695560000000,0.027092548000000,0.210227777000000,0.257803162000000
771.67,255.66,12.77,-0.01311,24.96,0.86,100.00,20.00,"1036",yes,p3,p5,p6,p2,p6,p7,p3,p1,0.136007927000000,0.046295095000000,-0.021112622000000,-0.068639136000000,0.093063098000000,-0.033089711000000,0.027092548000000,0.210227777000000,0.389844975000000
775.45,247.97,10.04,-0.02299,13.33,0.79,120.00,28.28,"1037",yes,p3,p3,p5,p1,p4,p7,p4,p1,0.136007927000000,0.047151447000000,-0.061148782000000,-0.198733044000000,-0.038693589000000,-0.033089711000000,0.022456623000000,0.210227777000000,0.084178648000000
778.62,230.88,8.88,-0.02378,22.17,1.07,140.00,20.00,"1038",yes,p3,p2,p4,p1,p5,p7,p5,p1,0.136007927000000,0.032613953000000,-0.019866731000000,-0.198733044000000,0.009232847000000,-0.033089711000000,0.024231304000000,0.210227777000000,0.160624321000000
779.62,212.52,7.87,-0.00514,95.15,-0.11,160.00,20.00,"1039",yes,p3,p1,p2,p3,p7,p4,p5,p1,0.136007927000000,-0.059663047000000,-0.001822229000000,-0.009676808000000,0.105651855000000,0.094589063000000,0.024231304000000,0.210227777000000,0.499545841000000
780.31,220.54,8.41,0.03199,188.02,-1.71,180.00,20.00,"1040",yes,p3,p2,p3,p8,p8,p1,p6,p1,0.136007927000000,0.032613953000000,-0.016023948000000,0.095087784000000,0.180950616000000,0.022916385000000,0.025357110000000,0.210227777000000,0.687137604000000
783.00,239.39,14.44,0.00902,154.92,-2.24,200.00,20.00,"1041",yes,p3,p6,p4,p6,p8,p1,p6,p1,0.136007927000000,-0.009248494000000,-0.019866731000000,0.069394899000000,0.180950616000000,0.022916385000000,0.025357110000000,0.210227777000000,0.615739488000000
790.57,247.12,18.99,-0.00013,98.71,0.62,220.00,20.00,"1042",yes,p3,p8,p5,p4,p7,p7,p7,p1,0.136007927000000,-0.184272232000000,-0.061148782000000,-0.031836488000000,0.105651855000000,-0.033089711000000,0.040094809000000,0.210227777000000,0.181635154000000
797.21,250.23,17.58,-0.01507,88.93,1.52,240.00,20.00,"1043",yes,p4,p8,p5,p2,p7,p8,p7,p1,0.084868619000000,-0.184272232000000,-0.061148782000000,-0.068639136000000,0.105651855000000,-0.150990845000000,0.040094809000000,0.210227777000000,-0.024207936000000
802.17,249.56,14.27,-0.01593,112.11,0.98,260.00,0.00,"1044",yes,p4,p6,p5,p2,p8,p7,p8,p1,0.084868619000000,-0.009248494000000,-0.061148782000000,-0.068639136000000,0.180950616000000,-0.033089711000000,-0.015670617000000,0.210227777000000,0.288250272000000
806.41,252.06,12.17,-0.00807,125.94,0.63,280.00,0.00,"1045",yes,p4,p5,p6,p3,p8,p7,p8,p1,0.084868619000000,0.046295095000000,-0.021112622000000,-0.009676808000000,0.180950616000000,-0.033089711000000,-0.015670617000000,0.210227777000000,0.442792348000000
810.11,263.70,12.11,-0.00108,116.12,-0.09,297.32,0.00,"1046",yes,p4,p5,p7,p4,p8,p4,p8,p1,0.084868619000000,0.046295095000000,0.077229926000000,-0.031836488000000,0.180950616000000,0.094589063000000,-0.015670617000000,0.210227777000000,0.646653991000000
814.38,275.18,11.55,0.00611,125.18,0.10,282.84,20.00,"1047",yes,p5,p4,p7,p5,p8,p5,p8,p1,0.064455638000000,0.074341477000000,0.077229926000000,0.000423519000000,0.180950616000000,-0.003211972000000,-0.015670617000000,0.210227777000000,0.588746364000000
817.76,281.51,9.03,0.01642,133.09,-0.20,269.07,20.00,"1048",yes,p5,p2,p8,p7,p8,p4,p8,p1,0.064455638000000,0.032613953000000,0.068000694000000,0.075126801000000,0.180950616000000,0.094589063000000,-0.015670617000000,0.210227777000000,0.710293926000000
820.61,279.25,8.06,0.01743,111.30,-0.40,254.56,20.00,"1049",yes,p5,p1,p7,p7,p8,p3,p8,p1,0.064455638000000,-0.059663047000000,0.077229926000000,0.075126801000000,0.180950616000000,0.029821053000000,-0.015670617000000,0.210227777000000,0.562478148000000
823.61,272.30,8.33,0.00579,72.92,-0.18,240.83,20.00,"1050",yes,p5,p1,p7,p5,p7,p4,p7,p1,0.064455638000000,-0.059663047000000,0.077229926000000,0.000423519000000,0.105651855000000,0.094589063000000,0.040094809000000,0.210227777000000,0.533009539000000
826.76,264.03,9.72,-0.00127,45.77,-0.24,226.27,20.00,"1051",yes,p5,p3,p7,p4,p7,p4,p7,p1,0.064455638000000,0.047151447000000,0.077229926000000,-0.031836488000000,0.105651855000000,0.094589063000000,0.040094809000000,0.210227777000000,0.607564027000000
830.55,260.66,11.64,-0.00573,38.22,-0.10,212.60,28.28,"1052",yes,p5,p4,p6,p3,p6,p4,p7,p1,0.064455638000000,0.074341477000000,-0.021112622000000,-0.009676808000000,0.093063098000000,0.094589063000000,0.040094809000000,0.210227777000000,0.545982431000000
835.05,261.51,12.51,-0.01089,24.81,0.28,196.98,40.00,"1053",yes,p6,p5,p6,p2,p6,p6,p6,p1,0.022720713000000,0.046295095000000,-0.021112622000000,-0.068639136000000,0.093063098000000,-0.030695560000000,0.025357110000000,0.210227777000000,0.277216474000000
839.81,263.12,11.21,-0.01939,18.09,1.13,178.89,40.00,"1054",yes,p6,p4,p7,p2,p5,p8,p6,p1,0.022720713000000,0.074341477000000,0.077229926000000,-0.068639136000000,0.009232847000000,-0.150990845000000,0.025357110000000,0.210227777000000,0.199479870000000
843.13,264.73,10.02,-0.02015,18.10,0.53,160.00,40.00,"1055",yes,p6,p3,p7,p1,p5,p6,p5,p1,0.022720713000000,0.047151447000000,0.077229926000000,-0.198733044000000,0.009232847000000,-0.030695560000000,0.024231304000000,0.210227777000000,0.161365410000000
846.51,265.77,10.95,-0.00706,19.01,0.09,140.00,40.00,"1056",yes,p6,p4,p7,p3,p5,p5,p5,p1,0.022720713000000,0.074341477000000,0.077229926000000,-0.009676808000000,0.009232847000000,-0.003211972000000,0.024231304000000,0.210227777000000,0.405095263000000
850.21,266.32,12.21,0.00003,20.76,-0.41,120.00,40.00,"1057",yes,p6,p5,p7,p4,p5,p3,p4,p1,0.022720713000000,0.046295095000000,0.077229926000000,-0.031836488000000,0.009232847000000,0.029821053000000,0.022456623000000,0.210227777000000,0.386147546000000
855.01,269.11,12.22,0.00488,17.44,0.18,100.00,40.00,"1058",yes,p7,p5,p7,p5,p5,p5,p3,p1,-0.670538695000000,0.046295095000000,0.077229926000000,0.000423519000000,0.009232847000000,-0.003211972000000,0.027092548000000,0.210227777000000,-0.303248955000000
729.63,291.51,14.32,-0.00514,138.42,0.04,80.00,28.28,"1059",yes,p1,p6,p8,p3,p8,p5,p3,p1,0.167799761000000,-0.009248494000000,0.068000694000000,-0.009676808000000,0.180950616000000,-0.003211972000000,0.027092548000000,0.210227777000000,0.631934122000000
735.12,296.31,13.14,-0.01739,119.10,1.43,63.25,20.00,"1060",yes,p1,p5,p8,p2,p8,p8,p3,p1,0.167799761000000,0.046295095000000,0.068000694000000,-0.068639136000000,0.180950616000000,-0.150990845000000,0.027092548000000,0.210227777000000,0.480736510000000
738.21,301.32,11.82,-0.00494,285.38,0.33,44.72,20.00,"1061",yes,p1,p4,p8,p3,p8,p6,p2,p1,0.167799761000000,0.074341477000000,0.068000694000000,-0.009676808000000,0.180950616000000,-0.030695560000000,-0.023336602000000,0.210227777000000,0.637611355000000
741.20,295.85,10.84,0.01720,426.21,-0.36,28.28,0.00,"1062",yes,p1,p3,p8,p7,p8,p3,p2,p1,0.167799761000000,0.047151447000000,0.068000694000000,0.075126801000000,0.180950616000000,0.029821053000000,-0.023336602000000,0.210227777000000,0.755741548000000
744.18,280.06,11.07,0.02671,426.43,-1.35,20.00,0.00,"1063",yes,p1,p4,p8,p8,p8,p1,p1,p1,0.167799761000000,0.074341477000000,0.068000694000000,0.095087784000000,0.180950616000000,0.022916385000000,-0.113921575000000,0.210227777000000,0.705402919000000
749.02,266.55,9.72,0.02502,313.00,0.33,0.00,0.00,"1064",yes,p2,p3,p7,p8,p8,p6,p1,p1,0.057115551000000,0.047151447000000,0.077229926000000,0.095087784000000,0.180950616000000,-0.030695560000000,-0.113921575000000,0.210227777000000,0.523145966000000
751.24,256.94,9.50,0.01026,215.93,-1.22,20.00,0.00,"1065",yes,p2,p2,p6,p6,p8,p1,p1,p1,0.057115551000000,0.032613953000000,-0.021112622000000,0.069394899000000,0.180950616000000,0.022916385000000,-0.113921575000000,0.210227777000000,0.438184982000000
755.89,254.18,12.73,-0.00499,66.25,-0.03,40.00,0.00,"1066",yes,p2,p5,p6,p3,p7,p5,p2,p1,0.057115551000000,0.046295095000000,-0.021112622000000,-0.009676808000000,0.105651855000000,-0.003211972000000,-0.023336602000000,0.210227777000000,0.361952272000000
760.81,247.98,13.58,-0.01752,28.41,0.70,60.00,0.00,"1067",yes,p2,p6,p5,p2,p6,p7,p2,p1,0.057115551000000,-0.009248494000000,-0.061148782000000,-0.068639136000000,0.093063098000000,-0.033089711000000,-0.023336602000000,0.210227777000000,0.164943701000000
765.32,242.03,14.27,-0.01952,24.85,0.76,80.00,20.00,"1068",yes,p2,p6,p5,p2,p6,p7,p3,p1,0.057115551000000,-0.009248494000000,-0.061148782000000,-0.068639136000000,0.093063098000000,-0.033089711000000,0.027092548000000,0.210227777000000,0.215372851000000
769.81,236.51,14.17,-0.02119,22.99,1.02,100.00,20.00,"1069",yes,p2,p6,p4,p1,p5,p7,p3,p1,0.057115551000000,-0.009248494000000,-0.019866731000000,-0.198733044000000,0.009232847000000,-0.033089711000000,0.027092548000000,0.210227777000000,0.042730743000000
773.94,228.27,12.08,-0.01086,48.38,1.46,120.00,20.00,"1070",yes,p3,p5,p3,p2,p7,p8,p4,p1,0.136007927000000,0.046295095000000,-0.016023948000000,-0.068639136000000,0.105651855000000,-0.150990845000000,0.022456623000000,0.210227777000000,0.284985348000000
775.38,222.82,9.48,0.00148,177.01,-0.17,140.00,0.00,"1071",yes,p3,p2,p3,p5,p8,p4,p5,p1,0.136007927000000,0.032613953000000,-0.016023948000000,0.000423519000000,0.180950616000000,0.094589063000000,0.024231304000000,0.210227777000000,0.663020210000000
777.51,235.89,7.65,0.03385,279.06,-0.48,160.00,0.00,"1072",yes,p3,p1,p4,p8,p8,p3,p5,p1,0.136007927000000,-0.059663047000000,-0.019866731000000,0.095087784000000,0.180950616000000,0.029821053000000,0.024231304000000,0.210227777000000,0.596796682000000
780.15,256.49,6.56,0.02865,184.53,0.03,180.00,0.00,"1073",yes,p3,p1,p6,p8,p8,p5,p6,p1,0.136007927000000,-0.059663047000000,-0.021112622000000,0.095087784000000,0.180950616000000,-0.003211972000000,0.025357110000000,0.210227777000000,0.563643572000000
781.64,263.91,11.00,0.03389,209.60,-2.28,200.00,0.00,"1074",yes,p3,p4,p7,p8,p8,p1,p6,p1,0.136007927000000,0.074341477000000,0.077229926000000,0.095087784000000,0.180950616000000,0.022916385000000,0.025357110000000,0.210227777000000,0.822119002000000
786.29,261.09,17.63,0.02953,183.97,-2.63,220.00,0.00,"1075",yes,p3,p8,p6,p8,p8,p1,p7,p1,0.136007927000000,-0.184272232000000,-0.021112622000000,0.095087784000000,0.180950616000000,0.022916385000000,0.040094809000000,0.210227777000000,0.479900443000000
829.77,263.80,10.42,0.01152,27.59,-0.53,220.91,20.00,"1076",yes,p5,p3,p7,p6,p6,p3,p7,p1,0.064455638000000,0.047151447000000,0.077229926000000,0.069394899000000,0.093063098000000,0.029821053000000,0.040094809000000,0.210227777000000,0.631438647000000
833.87,256.30,12.17,0.00051,21.31,-0.24,201.00,20.00,"1077",yes,p6,p5,p6,p4,p5,p4,p6,p1,0.022720713000000,0.046295095000000,-0.021112622000000,-0.031836488000000,0.009232847000000,0.094589063000000,0.025357110000000,0.210227777000000,0.355473494000000
838.33,253.00,12.06,0.00224,19.64,0.22,181.11,20.00,"1078",yes,p6,p5,p6,p5,p5,p5,p6,p1,0.022720713000000,0.046295095000000,-0.021112622000000,0.000423519000000,0.009232847000000,-0.003211972000000,0.025357110000000,0.210227777000000,0.289932466000000
841.99,257.22,11.27,0.00888,19.82,-0.24,161.25,20.00,"1079",yes,p6,p4,p6,p6,p5,p4,p5,p1,0.022720713000000,0.074341477000000,-0.021112622000000,0.069394899000000,0.009232847000000,0.094589063000000,0.024231304000000,0.210227777000000,0.483625457000000
845.85,264.54,11.44,0.00334,17.75,-0.32,141.42,20.00,"1080",yes,p6,p4,p7,p5,p5,p4,p5,p1,0.022720713000000,0.074341477000000,0.077229926000000,0.000423519000000,0.009232847000000,0.094589063000000,0.024231304000000,0.210227777000000,0.512996625000000
850.36,266.98,12.18,0.00183,12.31,0.03,121.66,20.00,"1081",yes,p6,p5,p7,p5,p4,p5,p4,p1,0.022720713000000,0.046295095000000,0.077229926000000,0.000423519000000,-0.038693589000000,-0.003211972000000,0.022456623000000,0.210227777000000,0.337448092000000
854.63,268.93,13.19,-0.00590,10.78,-0.14,101.98,20.00,"1082",yes,p7,p5,p7,p3,p4,p4,p4,p1,-0.670538695000000,0.046295095000000,0.077229926000000,-0.009676808000000,-0.038693589000000,0.094589063000000,0.022456623000000,0.210227777000000,-0.268110608000000
731.31,283.33,13.47,-0.00956,98.68,0.33,60.00,44.72,"1083",yes,p1,p6,p8,p3,p7,p6,p2,p2,0.167799761000000,-0.009248494000000,0.068000694000000,-0.009676808000000,0.105651855000000,-0.030695560000000,-0.023336602000000,0.161023411000000,0.429518258000000
740.13,291.03,11.69,-0.01128,120.71,0.48,40.00,28.28,"1084",yes,p1,p4,p8,p2,p8,p6,p2,p1,0.167799761000000,0.074341477000000,0.068000694000000,-0.068639136000000,0.180950616000000,-0.030695560000000,-0.023336602000000,0.210227777000000,0.578649028000000
743.70,300.83,9.59,-0.01426,171.88,0.80,20.00,20.00,"1085",yes,p1,p2,p8,p2,p8,p7,p1,p1,0.167799761000000,0.032613953000000,0.068000694000000,-0.068639136000000,0.180950616000000,-0.033089711000000,-0.113921575000000,0.210227777000000,0.443942379000000
